id,proxy_score,label
0,0.9961403,1.0
1,0.99352723,1.0
2,1.0,1.0
3,0.9495733000000001,1.0
4,1.0,1.0
5,0.9993735999999999,1.0
6,0.86848843,1.0
7,0.96316004,1.0
8,0.5344863000000001,1.0
9,0.8348745999999999,1.0
10,0.99597645,1.0
11,0.99901414,1.0
12,0.8974644,1.0
13,0.044437777000000005,1.0
14,0.753159,1.0
15,0.98768204,1.0
16,0.097995706,1.0
17,0.99856,1.0
18,0.9966489,1.0
19,0.40665840000000003,1.0
20,0.6727968000000001,1.0
21,0.9949239,1.0
22,0.99934983,1.0
23,0.9999790000000001,1.0
24,0.99966246,1.0
25,0.9999976,1.0
26,0.99225056,1.0
27,0.9464189000000001,1.0
28,0.7724966999999999,1.0
29,0.9958667999999999,1.0
30,0.5211885,1.0
31,0.9339806999999999,1.0
32,0.9963743,1.0
33,0.9893462,1.0
34,0.99836177,1.0
35,0.92891073,1.0
36,0.7631029,1.0
37,0.7142968000000001,1.0
38,0.99206513,1.0
39,1.0,1.0
40,0.9263925999999999,1.0
41,0.13339275,1.0
42,0.98810273,1.0
43,0.044014353,1.0
44,0.031030727999999997,1.0
45,0.9654159,1.0
46,0.9962308000000001,1.0
47,0.9555508,1.0
48,0.19344045,1.0
49,0.97217405,1.0
50,0.86270916,1.0
51,0.25901884,1.0
52,0.99998856,1.0
53,0.27538475,1.0
54,0.99377245,1.0
55,0.8676101999999999,1.0
56,0.018872047,1.0
57,0.9999938,1.0
58,0.00884633,1.0
59,0.11748466,1.0
60,0.6550864000000001,1.0
61,0.98175657,1.0
62,0.99999857,1.0
63,0.46096683,1.0
64,0.22846279999999997,1.0
65,0.8283292,1.0
66,0.95995134,1.0
67,1.0,1.0
68,0.13549516,1.0
69,0.9843497,1.0
70,0.910852,1.0
71,0.100736335,1.0
72,0.97209686,1.0
73,0.94056565,1.0
74,0.9767768,1.0
75,0.015777072,1.0
76,0.99999857,1.0
77,0.62270755,1.0
78,0.99538606,1.0
79,0.98907334,1.0
80,0.99856,1.0
81,0.92592186,1.0
82,0.97665644,1.0
83,0.99991846,1.0
84,0.9835526,1.0
85,1.0,1.0
86,0.97851074,1.0
87,0.9676151,1.0
88,0.17744324,1.0
89,0.6361127,1.0
90,0.99149126,1.0
91,0.9935011999999999,1.0
92,0.11997579,1.0
93,0.38556609999999997,1.0
94,0.9934687,1.0
95,0.99999714,1.0
96,0.99964815,1.0
97,0.99962956,1.0
98,0.9681540000000001,1.0
99,0.99964386,1.0
100,0.65505517,1.0
101,0.9999795,1.0
102,0.33539388,1.0
103,0.2576633,1.0
104,0.9881277,1.0
105,0.98645574,1.0
106,0.9514185,1.0
107,0.98744094,1.0
108,0.9998708000000001,1.0
109,0.01923316,1.0
110,0.99830365,1.0
111,1.0,1.0
112,0.95563895,1.0
113,0.99703205,1.0
114,0.028510042000000003,1.0
115,0.99361485,1.0
116,0.99584043,1.0
117,0.9997043999999999,1.0
118,0.9999193999999999,1.0
119,0.9411444999999999,1.0
120,0.99411744,1.0
121,1.0,1.0
122,0.9999938,1.0
123,0.9990849,1.0
124,0.8258736999999999,1.0
125,0.91084516,1.0
126,0.78394467,1.0
127,0.9989244,1.0
128,0.98471147,1.0
129,0.022574667000000003,1.0
130,0.98928815,1.0
131,0.99998856,1.0
132,0.9941148999999999,1.0
133,0.9975265999999999,1.0
134,0.9877127,1.0
135,1.0,1.0
136,0.8295575999999999,1.0
137,0.6278256,1.0
138,0.053269714,1.0
139,0.074054025,1.0
140,0.9032543,1.0
141,0.21623173,1.0
142,0.99955237,1.0
143,0.99694455,1.0
144,0.9989939,1.0
145,0.96446353,1.0
146,0.99947655,1.0
147,0.22701402,1.0
148,0.36941183,1.0
149,0.9999981,1.0
150,0.9999695,1.0
151,0.23651972,1.0
152,0.99968916,1.0
153,0.31924403,1.0
154,0.16075295,1.0
155,0.9858469999999999,1.0
156,0.9691618000000001,1.0
157,0.9219796,1.0
158,0.76618755,1.0
159,0.05340092,1.0
160,0.9994175,1.0
161,0.9965861999999999,1.0
162,0.99982405,1.0
163,0.99603724,1.0
164,0.04050954,1.0
165,0.9877779000000001,1.0
166,0.99229056,1.0
167,0.99695456,1.0
168,0.8527024999999999,1.0
169,0.020505453,1.0
170,0.9961935,1.0
171,0.9890323000000001,1.0
172,0.98795575,1.0
173,0.9997001,1.0
174,0.9999876,1.0
175,0.9897013000000001,1.0
176,0.14256816,1.0
177,0.99922353,1.0
178,0.9925343000000001,1.0
179,0.91569513,1.0
180,0.9541341999999998,1.0
181,0.9999938,1.0
182,0.9928066999999999,1.0
183,0.99998283,1.0
184,0.9090976000000001,1.0
185,0.27398145,1.0
186,0.99999905,1.0
187,0.7410289000000001,1.0
188,0.99995947,1.0
189,0.9999962,1.0
190,0.55991244,1.0
191,0.99927926,1.0
192,0.99036527,1.0
193,0.43082783,1.0
194,0.9126665,1.0
