id,proxy_score,label
0,0.9857883,1
1,0.9999355999999999,1
2,0.01989923,1
3,0.02300263,0
4,0.9445505999999999,1
5,0.012098177,0
6,0.32427093,1
7,0.9999995,1
8,0.99677324,0
9,0.94286186,1
10,0.07631462,0
11,0.22569975,0
12,0.03299904,0
13,0.072187744,0
14,0.05783426,0
15,0.9063639000000001,1
16,0.024231823,0
17,0.103079505,0
18,0.040294062,0
19,0.17485997,0
20,0.09191079,0
21,0.017362105,0
22,0.7081930000000001,0
23,0.03874619,0
24,0.03760328,0
25,0.046792485,0
26,0.03625174,0
27,0.9117824000000001,1
28,0.9492436,0
29,0.031842943,0
30,0.06776319,0
31,0.95183057,1
32,0.9348058000000001,1
33,0.022958792999999998,0
34,0.25530929999999996,0
35,0.68304133,1
36,0.060586322000000005,1
37,0.2123214,0
38,0.013724833,0
39,0.027280282000000003,0
40,0.015948333000000002,0
41,0.015191121,0
42,0.5411520000000001,1
43,0.40136114,0
44,0.9868625,1
45,0.009821350999999999,0
46,0.44135509999999994,1
47,0.033556014,0
48,0.041451238,0
49,0.04670793,0
50,0.11999888,1
51,0.018519338,0
52,0.99997044,1
53,0.8339165000000001,1
54,0.10255455,0
55,0.7096454000000001,1
56,0.99991035,1
57,0.9464629999999999,1
58,0.010917884,0
59,0.026271407000000004,0
60,0.63385844,1
61,0.91975814,1
62,0.025652517000000003,0
63,0.93035406,1
64,0.97911304,1
65,0.14180958,0
66,0.039299645,0
67,0.024436687999999998,0
68,0.030104207,1
69,0.17888944,0
70,0.01017834,0
71,0.013577798,0
72,0.006524352,0
73,0.063440174,0
74,0.20396616,0
75,0.06987946,0
76,0.042287447,0
77,0.015745228,0
78,0.9992288,1
79,0.048062682,0
80,0.030578197999999997,0
81,0.06145643,0
82,0.010658256000000001,0
83,0.01859554,0
84,0.02131071,1
85,0.022412002,0
86,0.71598023,1
87,0.55074465,0
88,0.038598996000000003,0
89,0.037949022,0
90,0.048851835999999996,0
91,0.021580387000000003,0
92,0.8050782,1
93,0.20349415,0
94,0.99995613,1
95,0.6806097,0
96,0.02543016,0
97,0.016559824,0
98,0.018918018999999998,0
99,0.43291682,0
100,0.98217237,1
101,0.047485,0
102,0.09643075,0
103,0.8753349,1
104,0.9310596,0
105,0.03433278,0
106,0.017372042,0
107,0.9976453000000002,1
108,0.9885867,1
109,0.11629861,0
110,0.017158823,0
111,0.9474349,1
112,0.993748,1
113,0.93020433,1
114,0.10151608,0
115,0.9999584999999999,1
116,0.029921167000000002,0
117,0.069280095,0
118,0.7484659,1
119,0.87638575,1
120,0.017335946,0
121,0.022515636000000002,0
122,0.014692648999999999,0
123,0.08028682,0
124,0.9981485000000001,1
125,0.020530269,0
126,0.02630317,0
127,0.98936176,1
128,0.028829882,0
129,0.99322337,1
130,0.013264914,0
131,0.015856164,0
132,1.0,1
133,0.00755016,0
134,0.035531975,0
135,0.005881641,0
136,0.017449776,0
137,0.9242942,1
138,0.9994456,1
139,0.052991033,0
140,0.013443911999999999,0
141,0.98241407,0
142,0.8832916999999999,1
